interaction_id,timestamp,position,clicked,quoted,purchased,uw_decline_reason,user_id,policy_id,age,sex,smoker_flag,occupation_class,region_code,monthly_budget,insurance_company,product_name,product_type,coverage_amount,male_premium,female_premium,fixed_rate,current_rate,min_guaranteed_rate,surrender_value,renewal_cycle,universal,sales_channel,sales_date,contact_number
imp_002784,2025-08-28 09:26:55,2,0,0,0,,user_0613,43,42,M,0,0,49,124167,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002785,2025-08-20 14:00:55,3,0,0,0,,user_0487,43,44,M,1,0,43,76441,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002786,2025-09-03 06:36:55,6,0,0,0,,user_0016,73,48,F,0,0,26,39120,라이나생명,무배당뉴스타트플러스암보험(갱신형)_1형(플러스형),주계약,"3,000만원",10500,19800,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002787,2025-08-13 08:40:55,3,0,0,0,,user_0014,17,26,F,0,0,30,70486,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_002788,2025-07-01 15:21:55,4,0,0,0,,user_0940,58,35,F,1,0,26,38173,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_002789,2025-06-27 19:02:55,5,0,0,0,,user_0888,12,30,F,0,0,26,35504,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_002790,2025-06-22 18:49:55,1,0,0,0,,user_0460,65,38,F,0,0,46,30599,푸본현대생명,ZERO 걱정없는 암보험 무배당/갱신형(2404),주계약,"3,000만원",13800,9000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_002791,2025-08-14 09:18:55,1,0,0,0,,user_0781,80,39,F,0,0,29,76948,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_002792,2025-09-02 09:12:55,3,0,0,0,,user_0023,30,50,M,0,0,31,68523,미래에셋생명,온라인 암보험 무배당 [기본형],주계약,"3,000만원",34380,23070,2.25 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002793,2025-07-26 17:33:55,2,0,0,0,,user_0418,21,24,F,0,2,45,40101,교보생명,교보통합암보험 [D](무배당),주계약,"3,000만원",51000,33300,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002794,2025-07-14 13:32:55,2,0,0,0,,user_0265,24,45,F,0,0,11,48230,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002795,2025-07-12 14:28:55,1,0,0,0,,user_0138,82,27,F,0,0,43,71076,AIA생명,(무) 안심되는 초간편 건강보험 (갱신형) 1형(암보장형),주계약,"3,000만원",18300,21900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_002796,2025-09-03 14:38:55,2,1,0,0,,user_0393,80,45,M,1,0,11,98873,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_002797,2025-07-06 18:30:55,2,0,0,0,,user_0288,44,44,F,0,0,30,44610,메트라이프생명,무배당 메트라이프 폐암및후두암진단보험,주계약,500만원,1050,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002798,2025-08-10 06:57:55,6,0,0,0,,user_0015,23,44,F,0,1,31,142123,교보생명,"교보간편암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",18480,19320,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002799,2025-09-04 15:34:55,8,0,0,0,,user_0645,62,30,F,1,0,45,91925,하나생명,(무)손안에 골라담는 암보험,주계약,"1,000 만원",46600,26800,2.75 %,-,-,순수보장,비갱신형,비유니버셜,방카슈랑스,2025-09-01,1577-1112
imp_002800,2025-09-07 17:00:55,5,0,0,0,,user_0200,11,38,M,0,0,41,84816,한화생명,한화생명 e암보험(비갱신형) 무배당 (비흡연체형),주계약,"3,000만원",30180,24870,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-01-01,1588-6363
imp_002801,2025-07-28 12:51:55,1,0,0,0,,user_0645,94,30,F,1,0,45,91925,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(해약환급금 미지급형, 비흡연체)",주계약,"3,000만원",35760,26550,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_002802,2025-08-01 17:14:55,8,1,0,0,,user_0486,16,45,M,0,0,26,93305,삼성생명,"삼성 인터넷암보험(2404)(갱신형,무배당)",주계약,"2,500만원",12750,15500,2.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2024-04-01,1588-3114
imp_002803,2025-07-29 15:15:55,4,0,0,0,,user_0525,9,69,M,0,0,49,63567,한화생명,한화생명 시그니처H보장보험 무배당,주계약,500만원,5100,3600,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_002804,2025-09-09 17:47:55,1,0,0,0,,user_0566,86,50,F,0,1,43,67000,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(비갱신형, 일반가입형)",주계약,"3,000만원",89100,54600,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_002805,2025-07-20 09:20:55,10,0,0,0,,user_0223,58,40,M,0,0,44,104299,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_002806,2025-07-21 16:24:55,1,0,0,0,,user_0492,28,55,F,0,0,30,59929,미래에셋생명,온라인 암보험 무배당 [갱신형],주계약,"3,000만원",6450,7650,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002807,2025-06-26 16:20:55,6,1,0,0,,user_0748,82,44,F,0,0,29,79798,AIA생명,(무) 안심되는 초간편 건강보험 (갱신형) 1형(암보장형),주계약,"3,000만원",18300,21900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_002808,2025-08-10 17:00:55,6,0,0,0,,user_0311,44,55,F,0,0,49,46426,메트라이프생명,무배당 메트라이프 폐암및후두암진단보험,주계약,500만원,1050,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002809,2025-08-17 15:21:55,1,0,0,0,,user_0873,27,53,F,0,0,46,85578,미래에셋생명,암 걱정없는 암치료보험(갱신형) 무배당,주계약,"5,000만원",32050,31350,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널  기타,2025-06-28,1588-0220
imp_002810,2025-06-21 18:08:55,2,1,1,0,기타 건강상 위험요인,user_0459,24,57,M,0,1,36,97810,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002811,2025-09-11 06:28:55,3,0,0,0,,user_0846,43,34,M,0,0,46,86773,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002812,2025-08-28 09:18:55,7,1,0,0,,user_0192,67,32,M,0,0,41,99784,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_002813,2025-06-23 11:28:55,10,0,0,0,,user_0229,17,23,F,0,0,41,30127,흥국생명,(무)흥국생명다재다능종합보험(해약환급금미지급형V2),주계약,"3,000만원",19440,16062,3.00 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_002814,2025-08-28 17:34:55,4,0,0,0,,user_0920,49,23,F,0,1,49,87924,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002815,2025-06-29 11:19:55,1,0,0,0,,user_0659,10,41,M,1,0,49,108532,한화생명,한화생명 간편가입 e시그니처암보험 무배당,주계약,"1,000만원",14232,10243,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_002816,2025-06-25 11:12:55,1,0,0,0,,user_0664,79,52,F,0,0,29,57996,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_002817,2025-07-10 17:49:55,6,0,0,0,,user_0192,5,32,M,0,0,41,99784,한화생명,한화생명 e시그니처암보험 무배당,주계약,"3,000만원",31842,23961,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_002818,2025-06-28 18:59:55,3,0,0,0,,user_0271,54,63,M,0,0,46,23693,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002819,2025-07-10 17:38:55,1,0,0,0,,user_0882,31,48,M,1,0,31,113248,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002820,2025-06-22 06:41:55,4,0,0,0,,user_0349,93,33,M,0,0,48,33304,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_002821,2025-06-28 15:38:55,3,0,0,0,,user_0292,69,61,M,0,1,31,34695,라이나생명,무배당 라이나초간편암보험(갱신형),주계약,"3,000만원",20400,17700,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_002822,2025-09-12 13:12:55,3,0,0,0,,user_0977,58,44,F,0,0,41,102304,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_002823,2025-07-07 18:28:55,1,1,0,0,,user_0278,29,24,F,0,0,11,37932,미래에셋생명,온라인 암보험 무배당 [해약환급금이 없는 유형],주계약,"3,000만원",29940,20670,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002824,2025-09-16 14:24:55,7,0,0,0,,user_0760,80,65,M,0,0,26,51400,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_002825,2025-08-19 16:54:55,5,0,0,0,,user_0429,2,25,M,0,1,41,32449,한화생명,한화생명 간편가입 Need AI 암보험 무배당,주계약,500만원,7200,6000,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_002826,2025-08-24 15:49:55,8,0,0,0,,user_0899,45,40,F,0,1,29,157843,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002827,2025-08-19 15:38:55,4,1,0,0,,user_0166,50,45,M,0,1,43,141569,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002828,2025-09-01 09:53:55,7,0,0,0,,user_0914,58,24,M,0,0,48,69560,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_002829,2025-08-14 13:38:55,10,0,0,0,,user_0355,22,58,M,0,2,48,51022,교보생명,교보통합암보험 (무배당),주계약,"3,000만원",51000,33300,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-04-01,1588-1001
imp_002830,2025-07-10 06:59:55,1,1,0,0,,user_0611,12,49,F,0,0,44,106149,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_002831,2025-09-17 15:50:55,1,0,0,0,,user_0479,74,30,F,0,1,29,39766,라이나생명,무배당첫날부터암보험(갱신형),주계약,"3,000만원",20400,23400,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002832,2025-08-18 13:21:55,6,1,0,0,,user_0842,69,64,F,0,0,43,34731,라이나생명,무배당 라이나초간편암보험(갱신형),주계약,"3,000만원",20400,17700,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_002833,2025-07-22 16:32:55,1,0,0,0,,user_0214,2,47,M,0,0,27,81722,한화생명,한화생명 간편가입 Need AI 암보험 무배당,주계약,500만원,7200,6000,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_002834,2025-06-27 08:14:55,5,0,0,0,,user_0517,72,20,F,0,0,36,59217,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002835,2025-07-19 15:20:55,7,0,0,0,,user_0018,24,53,F,0,0,45,114620,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002836,2025-08-02 13:13:55,2,0,0,0,,user_0393,45,45,M,1,0,11,98873,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002837,2025-09-12 06:22:55,1,1,0,0,,user_0027,87,45,M,1,1,42,76531,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_002838,2025-07-14 07:49:55,1,1,0,0,,user_0303,82,54,M,0,0,31,66301,AIA생명,(무) 안심되는 초간편 건강보험 (갱신형) 1형(암보장형),주계약,"3,000만원",18300,21900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_002839,2025-08-04 16:28:55,1,1,0,0,,user_0884,75,36,F,1,0,49,36781,라이나생명,(무)암걱정없는표적치료암보험(갱신형)_실속형,주계약,"1,000만원",11900,17000,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2025-01-01,15880058
imp_002840,2025-09-02 10:27:55,5,0,0,0,,user_0478,58,61,M,0,0,45,41915,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_002841,2025-09-02 14:11:55,3,0,0,0,,user_0592,79,37,F,1,1,41,124934,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_002842,2025-06-26 15:45:55,1,0,0,0,,user_0135,66,57,F,0,0,31,68981,푸본현대생명,ZERO 걱정없는 암보험 간편가입 무배당/갱신형(2404),주계약,"3,000만원",19500,12000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_002843,2025-09-18 11:04:55,1,1,0,0,,user_0313,72,30,F,0,0,44,52144,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002844,2025-07-23 07:27:55,9,0,0,0,,user_0948,77,36,F,0,0,46,40672,라이나생명,(무)THE간편한첫날부터라이나암보험(갱신형),주계약,"1,000만원",7100,7900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_002845,2025-07-23 13:58:55,4,0,0,0,,user_0716,49,48,M,0,0,41,124293,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002846,2025-08-17 14:37:55,2,0,0,0,,user_0831,50,33,M,0,0,43,33867,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002847,2025-08-05 07:14:55,3,0,0,0,,user_0609,79,62,M,0,1,30,88712,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_002848,2025-08-07 15:37:55,6,0,0,0,,user_0312,81,46,F,0,0,46,140817,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_002849,2025-09-13 17:39:55,6,0,0,0,,user_0014,69,26,F,0,0,30,70486,라이나생명,무배당 라이나초간편암보험(갱신형),주계약,"3,000만원",20400,17700,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_002850,2025-09-10 12:25:55,2,0,0,0,,user_0233,74,41,F,0,2,42,213428,라이나생명,무배당첫날부터암보험(갱신형),주계약,"3,000만원",20400,23400,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002851,2025-07-26 16:12:55,1,1,0,0,,user_0709,12,46,F,0,0,26,78221,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_002852,2025-07-13 15:12:55,4,0,0,0,,user_0819,76,54,F,0,1,42,50597,라이나생명,(무)뉴스타트암보험(갱신형),주계약,"3,000만원",21000,24000,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002853,2025-07-16 15:49:55,1,0,0,0,,user_0979,34,67,F,0,0,41,26789,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_002854,2025-07-10 16:00:55,8,0,0,0,,user_0699,29,30,F,0,0,27,57046,미래에셋생명,온라인 암보험 무배당 [해약환급금이 없는 유형],주계약,"3,000만원",29940,20670,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002855,2025-09-05 08:06:55,4,0,0,0,,user_0371,49,23,F,0,0,48,57518,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002856,2025-08-15 11:47:55,4,1,0,0,,user_0884,30,36,F,1,0,49,36781,미래에셋생명,온라인 암보험 무배당 [기본형],주계약,"3,000만원",34380,23070,2.25 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002857,2025-08-17 09:02:55,2,0,0,0,,user_0432,27,56,F,0,0,27,111875,미래에셋생명,암 걱정없는 암치료보험(갱신형) 무배당,주계약,"5,000만원",32050,31350,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널  기타,2025-06-28,1588-0220
imp_002858,2025-07-02 18:11:55,1,0,0,0,,user_0285,58,54,F,0,0,46,33700,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_002859,2025-07-14 14:29:55,6,0,0,0,,user_0289,84,40,M,1,0,41,97566,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_002860,2025-06-24 11:03:55,4,0,0,0,,user_0188,54,55,M,0,0,41,55704,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002861,2025-07-21 18:18:55,1,1,0,0,,user_0027,53,45,M,1,1,42,76531,KB라이프생명,KB toss착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002862,2025-08-02 11:51:55,5,0,0,0,,user_0947,76,49,F,0,0,49,72383,라이나생명,(무)뉴스타트암보험(갱신형),주계약,"3,000만원",21000,24000,2.25 %,-,-,만기환급,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002863,2025-06-30 15:20:55,3,0,0,0,,user_0322,18,48,F,1,0,31,56995,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_002864,2025-08-18 16:55:55,2,1,0,0,,user_0593,45,28,M,0,0,31,68324,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002865,2025-08-01 08:46:55,7,0,0,0,,user_0765,23,64,F,0,1,36,48614,교보생명,"교보간편암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",18480,19320,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002866,2025-08-25 10:30:55,3,1,0,0,,user_0400,79,44,M,1,0,36,84036,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_002867,2025-09-17 10:00:55,2,0,0,0,,user_0236,83,35,F,0,0,43,60184,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_002868,2025-07-25 10:17:55,4,0,0,0,,user_0414,12,57,F,0,0,42,37756,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_002869,2025-08-11 19:11:55,1,0,0,0,,user_0172,29,39,F,0,0,31,100027,미래에셋생명,온라인 암보험 무배당 [해약환급금이 없는 유형],주계약,"3,000만원",29940,20670,2.25 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_002870,2025-07-03 10:18:55,4,0,0,0,,user_0593,38,28,M,0,0,31,68324,DB생명,(무)e로운 암보험(갱신형)(2404),주계약,"3,000만원",14700,20100,3.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-09-01,1588-3131
imp_002871,2025-07-03 14:00:55,2,0,0,0,,user_0965,24,39,F,0,1,31,66755,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_002872,2025-09-15 16:59:55,2,0,0,0,,user_0597,80,53,M,0,0,42,87701,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_002873,2025-08-08 11:36:55,1,1,0,0,,user_0197,6,47,M,0,0,36,107664,한화생명,한화생명 간편가입 시그니처H보장보험 무배당,주계약,500만원,6800,4900,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_002874,2025-07-29 07:25:55,3,0,0,0,,user_0803,54,48,M,0,0,27,51761,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002875,2025-07-16 15:17:55,4,0,0,0,,user_0017,50,43,F,0,0,31,79763,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_002876,2025-07-15 12:11:55,4,0,0,0,,user_0314,47,69,F,0,0,49,38568,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_002877,2025-09-05 08:18:55,10,0,0,0,,user_0876,72,36,M,1,0,27,49210,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_002878,2025-09-15 18:44:55,7,0,0,0,,user_0014,46,26,F,0,0,30,70486,메트라이프생명,무배당 메트라이프 대장암및소장암진단보험,주계약,500만원,2950,2300,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_002879,2025-08-27 11:53:55,5,0,0,0,,user_0086,11,57,F,0,0,43,75458,한화생명,한화생명 e암보험(비갱신형) 무배당 (비흡연체형),주계약,"3,000만원",30180,24870,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-01-01,1588-6363
imp_002880,2025-07-07 11:28:55,6,0,0,0,,user_0598,12,64,M,1,0,47,55292,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_002881,2025-06-24 06:24:55,1,0,0,0,,user_0835,83,43,F,0,0,26,110521,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
