회사명,상품명,지급금액,가입금액,남자(보험료),여자(보험료),나이,성별,직업,직업 위험도
푸르덴셜생명,(유)푸르덴셜생명 골드 종신보험 (표준체) [고액보장-0623],30000000,300000000,532000,483000,44,남자,요리사,위험
한화생명,(무)한화생명 퍼스트 종신보험 (간편심사형) [고액보장-0624],300000000,300000000,1080000,980000,57,여자,운전기사,위험
흥국생명,(유)흥국생명 신뢰 종신보험 (표준체) [고액보장-0625],30000000,100000000,198000,192000,50,남자,군인,고위험
푸르덴셜생명,(무)푸르덴셜생명 플러스 종신보험 (간편심사형) [고액보장-0626],300000000,100000000,714000,669000,33,여자,판매원,위험
흥국생명,(유)흥국생명 신뢰 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0627],100000000,200000000,492000,482000,57,여자,위험화학작업자,고위험
신한라이프,(무)신한라이프 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0628],200000000,100000000,582000,526000,50,남자,잠수부,고위험
한화생명,(유)한화생명 프라임 종신보험 (표준체) [고액보장-0629],30000000,100000000,197000,177000,35,남자,고소작업자,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 안심 종신보험 (해약환급금 미지급형) [고액보장-0630],200000000,200000000,716000,615000,49,남자,군인,고위험
농협생명,(유)농협생명 프라임 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0631],200000000,50000000,456000,429000,26,남자,고소작업자,고위험
메트라이프생명,(무)메트라이프생명 스마트 종신보험 (일반심사형) [고액보장-0632],30000000,200000000,384000,338000,37,여자,군인,고위험
삼성생명,(유)삼성생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-0633],500000000,500000000,1697000,1508000,51,여자,소방공무원,위험
한화생명,(무)한화생명 플러스 종신보험 (간편심사형) [고액보장-0634],50000000,200000000,417000,383000,45,여자,광부,고위험
한화생명,(유)한화생명 안심 종신보험 (표준체) [고액보장-0635],300000000,300000000,1092000,976000,36,여자,소방공무원,위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 신뢰 종신보험 (일반심사형) [고액보장-0636],500000000,30000000,1056000,956000,56,여자,잠수부,고위험
농협생명,(유)농협생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-0637],50000000,300000000,563000,533000,56,여자,생산직,위험
농협생명,(무)농협생명 플러스 종신보험 (간편심사형) [고액보장-0638],100000000,200000000,490000,474000,48,남자,군인,고위험
신한라이프,(유)신한라이프 베스트 종신보험 (간편심사형) [고액보장-0639],100000000,500000000,907000,788000,51,남자,광부,고위험
교보생명,(무)교보생명 안심 종신보험 (간편심사형) [고액보장-0640],30000000,30000000,109000,97000,39,남자,잠수부,고위험
ABL생명,(유)ABL생명 퍼스트 종신보험 (일반심사형) [고액보장-0641],30000000,30000000,99000,87000,32,남자,위험화학작업자,고위험
메트라이프생명,(무)메트라이프생명 케어 종신보험 (표준체) [고액보장-0642],300000000,200000000,938000,885000,50,남자,벌목공,고위험
농협생명,(유)농협생명 에이스 종신보험 (해약환급금 미지급형) [고액보장-0643],500000000,500000000,1676000,1439000,48,여자,소방공무원,위험
신한라이프,(무)신한라이프 에이스 종신보험 (일반심사형) [고액보장-0644],500000000,500000000,1850000,1639000,54,여자,벌목공,고위험
교보생명,(유)교보생명 베스트 종신보험 (해약환급금 미지급형) [고액보장-0645],100000000,200000000,526000,457000,49,여자,잠수부,고위험
흥국생명,(무)흥국생명 안심 종신보험 (간편심사형) [고액보장-0646],50000000,500000000,815000,755000,44,남자,전기공(고압),고위험
신한라이프,(유)신한라이프 엘리트 종신보험 (일반심사형) [고액보장-0647],50000000,50000000,179000,172000,25,남자,전기공(고압),고위험
푸르덴셜생명,(무)푸르덴셜생명 베스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0648],100000000,50000000,276000,250000,56,남자,잠수부,고위험
삼성생명,(유)삼성생명 케어 종신보험 (해약환급금 미지급형) [고액보장-0649],30000000,100000000,224000,209000,48,남자,벌목공,고위험
ABL생명,(무)ABL생명 엘리트 종신보험 (일반심사형) [고액보장-0650],50000000,50000000,185000,181000,34,남자,고소작업자,고위험
농협생명,(유)농협생명 안심 종신보험 (표준체) [고액보장-0651],500000000,30000000,1061000,945000,32,여자,광부,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 신뢰 종신보험 (해약환급금 미지급형) [고액보장-0652],100000000,30000000,243000,218000,33,남자,고소작업자,고위험
교보생명,(유)교보생명 에이스 종신보험 (표준체) [고액보장-0653],300000000,500000000,1311000,1205000,60,여자,전기공(고압),고위험
한화생명,(무)한화생명 안심 종신보험 (해약환급금 미지급형) [고액보장-0654],500000000,50000000,1016000,953000,53,여자,잠수부,고위험
푸르덴셜생명,(유)푸르덴셜생명 엘리트 종신보험 (표준체) [고액보장-0655],30000000,500000000,789000,765000,31,남자,경찰,위험
교보생명,(무)교보생명 골드 종신보험 (간편심사형) [고액보장-0656],200000000,300000000,843000,761000,51,여자,경찰,위험
한화생명,(유)한화생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0657],30000000,200000000,383000,357000,41,남자,고소작업자,고위험
한화생명,(무)한화생명 안심 종신보험 (해약환급금 미지급형) [고액보장-0658],100000000,200000000,525000,453000,49,여자,위험화학작업자,고위험
한화생명,(유)한화생명 신뢰 종신보험 (일반심사형) [고액보장-0659],200000000,100000000,569000,496000,29,남자,벌목공,고위험
신한라이프,(무)신한라이프 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0660],500000000,500000000,1735000,1567000,28,여자,운전기사,위험
한화생명,(유)한화생명 프라임 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0661],100000000,50000000,281000,275000,41,여자,군인,고위험
삼성생명,(무)삼성생명 프라임 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0662],300000000,200000000,939000,815000,41,남자,소방공무원,위험
삼성생명,(유)삼성생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-0663],100000000,50000000,259000,227000,59,여자,광부,고위험
교보생명,(무)교보생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0664],300000000,50000000,702000,598000,60,여자,운전기사,위험
KB생명,(유)KB생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0665],300000000,100000000,737000,656000,32,남자,위험화학작업자,고위험
메트라이프생명,(무)메트라이프생명 프라임 종신보험 (일반심사형) [고액보장-0666],200000000,300000000,869000,773000,47,남자,위험화학작업자,고위험
푸르덴셜생명,(유)푸르덴셜생명 안심 종신보험 (간편심사형) [고액보장-0667],30000000,500000000,825000,767000,37,남자,고소작업자,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 골드 종신보험 (표준체) [고액보장-0668],50000000,50000000,165000,160000,46,여자,잠수부,고위험
삼성생명,(유)삼성생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0669],200000000,30000000,465000,406000,58,남자,잠수부,고위험
교보생명,(무)교보생명 프라임 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0670],500000000,30000000,985000,892000,58,남자,광부,고위험
삼성생명,(유)삼성생명 플러스 종신보험 (일반심사형) [고액보장-0671],100000000,500000000,917000,841000,45,여자,기술직,위험
한화생명,(무)한화생명 안심 종신보험 (일반심사형) [고액보장-0672],50000000,30000000,153000,146000,37,남자,군인,고위험
ABL생명,(유)ABL생명 엘리트 종신보험 (표준체) [고액보장-0673],30000000,500000000,815000,732000,44,여자,택배기사,위험
푸르덴셜생명,(무)푸르덴셜생명 플러스 종신보험 (표준체) [고액보장-0674],100000000,300000000,694000,614000,56,여자,잠수부,고위험
푸르덴셜생명,(유)푸르덴셜생명 플러스 종신보험 (간편심사형) [고액보장-0675],500000000,50000000,1118000,990000,34,여자,군인,고위험
흥국생명,(무)흥국생명 엘리트 종신보험 (해약환급금 미지급형) [고액보장-0676],500000000,500000000,1806000,1548000,26,여자,위험화학작업자,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 안심 종신보험 (표준체) [고액보장-0677],300000000,300000000,1080000,1036000,48,남자,요리사,위험
한화생명,(무)한화생명 엘리트 종신보험 (해약환급금 미지급형) [고액보장-0678],100000000,500000000,966000,858000,30,여자,고소작업자,고위험
한화생명,(유)한화생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0679],300000000,300000000,1019000,867000,59,남자,기술직,위험
신한라이프,(무)신한라이프 스마트 종신보험 (해약환급금 미지급형) [고액보장-0680],30000000,300000000,540000,481000,48,여자,택배기사,위험
한화생명,(유)한화생명 안심 종신보험 (표준체) [고액보장-0681],50000000,200000000,405000,357000,49,여자,전기공(고압),고위험
신한라이프,(무)신한라이프 케어 종신보험 (간편심사형) [고액보장-0682],200000000,100000000,523000,473000,55,남자,전기공(고압),고위험
KB생명,(유)KB생명 안심 종신보험 (표준체) [고액보장-0683],30000000,50000000,135000,131000,47,남자,광부,고위험
ABL생명,(무)ABL생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-0684],200000000,200000000,738000,690000,25,여자,광부,고위험
신한라이프,(유)신한라이프 신뢰 종신보험 (일반심사형) [고액보장-0685],500000000,100000000,1088000,1035000,26,남자,광부,고위험
ABL생명,(무)ABL생명 퍼스트 종신보험 (간편심사형) [고액보장-0686],50000000,300000000,569000,556000,31,여자,소방공무원,위험
삼성생명,(유)삼성생명 스마트 종신보험 (간편심사형) [고액보장-0687],30000000,300000000,504000,430000,34,여자,벌목공,고위험
푸르덴셜생명,(무)푸르덴셜생명 베스트 종신보험 (표준체) [고액보장-0688],30000000,300000000,512000,439000,41,여자,벌목공,고위험
한화생명,(유)한화생명 골드 종신보험 (간편심사형) [고액보장-0689],30000000,500000000,791000,712000,44,여자,벌목공,고위험
흥국생명,(무)흥국생명 시그니처 종신보험 (일반심사형) [고액보장-0690],100000000,500000000,932000,820000,37,여자,위험화학작업자,고위험
농협생명,(유)농협생명 신뢰 종신보험 (일반심사형) [고액보장-0691],100000000,300000000,629000,560000,59,여자,간호사,저위험
교보생명,(무)교보생명 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0692],500000000,100000000,1192000,1083000,43,여자,광부,고위험
농협생명,(유)농협생명 베스트 종신보험 (간편심사형) [고액보장-0693],300000000,500000000,1297000,1126000,60,남자,고소작업자,고위험
푸르덴셜생명,(무)푸르덴셜생명 케어 종신보험 (간편심사형) [고액보장-0694],30000000,30000000,109000,104000,29,여자,벌목공,고위험
푸르덴셜생명,(유)푸르덴셜생명 에이스 종신보험 (일반심사형) [고액보장-0695],50000000,300000000,549000,484000,27,여자,요리사,위험
푸르덴셜생명,(무)푸르덴셜생명 플러스 종신보험 (표준체) [고액보장-0696],100000000,200000000,480000,462000,60,여자,고소작업자,고위험
교보생명,(유)교보생명 플러스 종신보험 (일반심사형) [고액보장-0697],50000000,300000000,579000,513000,55,여자,생산직,위험
메트라이프생명,(무)메트라이프생명 퍼스트 종신보험 (해약환급금 미지급형) [고액보장-0698],300000000,300000000,1012000,864000,35,남자,전기공(고압),고위험
농협생명,(유)농협생명 신뢰 종신보험 (표준체) [고액보장-0699],50000000,50000000,165000,156000,59,남자,전기공(고압),고위험
ABL생명,(무)ABL생명 신뢰 종신보험 (표준체) [고액보장-0700],500000000,300000000,1520000,1365000,48,여자,벌목공,고위험
KB생명,(유)KB생명 엘리트 종신보험 (일반심사형) [고액보장-0701],100000000,500000000,943000,893000,35,남자,광부,고위험
흥국생명,(무)흥국생명 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0702],30000000,50000000,143000,139000,42,남자,광부,고위험
ABL생명,(유)ABL생명 플러스 종신보험 (표준체) [고액보장-0703],50000000,50000000,165000,143000,52,남자,고소작업자,고위험
한화생명,(무)한화생명 프라임 종신보험 (간편심사형) [고액보장-0704],100000000,500000000,926000,849000,35,남자,고소작업자,고위험
KB생명,(유)KB생명 안심 종신보험 (해약환급금 미지급형) [고액보장-0705],300000000,300000000,1008000,894000,26,남자,택배기사,위험
흥국생명,(무)흥국생명 안심 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0706],500000000,30000000,1098000,943000,32,여자,광부,고위험
교보생명,(유)교보생명 안심 종신보험 (표준체) [고액보장-0707],50000000,30000000,151000,130000,32,여자,고소작업자,고위험
푸르덴셜생명,(무)푸르덴셜생명 스마트 종신보험 (표준체) [고액보장-0708],50000000,100000000,263000,253000,46,여자,잠수부,고위험
교보생명,(유)교보생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0709],200000000,300000000,808000,733000,42,여자,벌목공,고위험
KB생명,(무)KB생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0710],300000000,50000000,702000,653000,49,여자,광부,고위험
교보생명,(유)교보생명 신뢰 종신보험 (해약환급금 미지급형) [고액보장-0711],200000000,50000000,465000,400000,30,남자,위험화학작업자,고위험
신한라이프,(무)신한라이프 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0712],30000000,100000000,211000,181000,38,여자,건설업,고위험
삼성생명,(유)삼성생명 퍼스트 종신보험 (일반심사형) [고액보장-0713],30000000,300000000,512000,444000,32,남자,소방공무원,위험
KB생명,(무)KB생명 안심 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0714],300000000,50000000,648000,625000,27,여자,판매원,위험
흥국생명,(유)흥국생명 프라임 종신보험 (표준체) [고액보장-0715],300000000,100000000,715000,682000,51,남자,주방,위험
농협생명,(무)농협생명 플러스 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0716],100000000,30000000,249000,241000,45,남자,고소작업자,고위험
교보생명,(유)교보생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0717],100000000,100000000,364000,356000,41,남자,벌목공,고위험
삼성생명,(무)삼성생명 시그니처 종신보험 (표준체) [고액보장-0718],200000000,50000000,451000,438000,36,여자,고소작업자,고위험
흥국생명,(유)흥국생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-0719],100000000,200000000,524000,509000,29,여자,벌목공,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-0720],100000000,200000000,508000,464000,58,여자,벌목공,고위험
교보생명,(유)교보생명 퍼스트 종신보험 (간편심사형) [고액보장-0721],30000000,300000000,486000,443000,44,여자,경찰,위험
한화생명,(무)한화생명 신뢰 종신보험 (일반심사형) [고액보장-0722],30000000,30000000,107000,96000,57,남자,전기공(고압),고위험
한화생명,(유)한화생명 시그니처 종신보험 (간편심사형) [고액보장-0723],200000000,200000000,689000,644000,47,남자,건설업,고위험
농협생명,(무)농협생명 시그니처 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0724],300000000,300000000,1027000,922000,60,남자,주방,위험
신한라이프,(유)신한라이프 에이스 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0725],500000000,500000000,1666000,1603000,27,남자,잠수부,고위험
KB생명,(무)KB생명 안심 종신보험 (표준체) [고액보장-0726],500000000,200000000,1313000,1219000,27,남자,고소작업자,고위험
흥국생명,(유)흥국생명 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0727],500000000,30000000,1091000,1036000,55,남자,위험화학작업자,고위험
신한라이프,(무)신한라이프 안심 종신보험 (간편심사형) [고액보장-0728],100000000,30000000,233000,206000,51,여자,군인,고위험
신한라이프,(유)신한라이프 퍼스트 종신보험 (일반심사형) [고액보장-0729],30000000,100000000,216000,192000,29,여자,고소작업자,고위험
흥국생명,(무)흥국생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-0730],200000000,500000000,1208000,1040000,48,남자,잠수부,고위험
교보생명,(유)교보생명 베스트 종신보험 (일반심사형) [고액보장-0731],30000000,100000000,220000,201000,56,여자,잠수부,고위험
교보생명,(무)교보생명 에이스 종신보험 (표준체) [고액보장-0732],200000000,200000000,718000,636000,25,남자,벌목공,고위험
농협생명,(유)농협생명 골드 종신보험 (일반심사형) [고액보장-0733],50000000,100000000,264000,235000,58,여자,군인,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 스마트 종신보험 (간편심사형) [고액보장-0734],30000000,500000000,842000,746000,52,남자,군인,고위험
교보생명,(유)교보생명 스마트 종신보험 (일반심사형) [고액보장-0735],200000000,100000000,582000,548000,36,남자,전기공(고압),고위험
메트라이프생명,(무)메트라이프생명 시그니처 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0736],100000000,100000000,357000,310000,38,여자,벌목공,고위험
농협생명,(유)농협생명 신뢰 종신보험 (해약환급금 미지급형) [고액보장-0737],100000000,500000000,934000,799000,28,여자,운전기사,위험
메트라이프생명,(무)메트라이프생명 케어 종신보험 (해약환급금 미지급형) [고액보장-0738],100000000,300000000,671000,584000,56,남자,택배기사,위험
ABL생명,(유)ABL생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-0739],300000000,500000000,1414000,1233000,36,남자,건설업,고위험
농협생명,(무)농협생명 케어 종신보험 (해약환급금 미지급형) [고액보장-0740],30000000,30000000,104000,90000,26,남자,벌목공,고위험
메트라이프생명,(유)메트라이프생명 퍼스트 종신보험 (해약환급금 미지급형) [고액보장-0741],300000000,200000000,899000,781000,44,남자,택배기사,위험
교보생명,(무)교보생명 케어 종신보험 (표준체) [고액보장-0742],500000000,30000000,1085000,1056000,28,남자,전기공(고압),고위험
흥국생명,(유)흥국생명 안심 종신보험 (일반심사형) [고액보장-0743],300000000,100000000,761000,661000,45,남자,교사,저위험
한화생명,(무)한화생명 스마트 종신보험 (표준체) [고액보장-0744],100000000,50000000,284000,269000,36,남자,위험화학작업자,고위험
흥국생명,(유)흥국생명 프라임 종신보험 (간편심사형) [고액보장-0745],300000000,50000000,695000,606000,39,여자,요리사,위험
교보생명,(무)교보생명 골드 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0746],50000000,100000000,258000,243000,34,남자,위험화학작업자,고위험
한화생명,(유)한화생명 엘리트 종신보험 (간편심사형) [고액보장-0747],30000000,500000000,833000,779000,38,남자,군인,고위험
교보생명,(무)교보생명 프라임 종신보험 (표준체) [고액보장-0748],50000000,100000000,266000,238000,28,남자,위험화학작업자,고위험
흥국생명,(유)흥국생명 신뢰 종신보험 (간편심사형) [고액보장-0749],300000000,200000000,858000,740000,54,남자,회계사,저위험
신한라이프,(무)신한라이프 스마트 종신보험 (표준체) [고액보장-0750],30000000,500000000,776000,678000,56,여자,군인,고위험
KB생명,(유)KB생명 스마트 종신보험 (표준체) [고액보장-0751],100000000,200000000,510000,444000,57,남자,전기공(고압),고위험
ABL생명,(무)ABL생명 안심 종신보험 (표준체) [고액보장-0752],200000000,500000000,1084000,923000,34,여자,벌목공,고위험
푸르덴셜생명,(유)푸르덴셜생명 프라임 종신보험 (해약환급금 미지급형) [고액보장-0753],200000000,500000000,1123000,986000,27,남자,광부,고위험
ABL생명,(무)ABL생명 골드 종신보험 (일반심사형) [고액보장-0754],200000000,100000000,587000,502000,56,남자,군인,고위험
푸르덴셜생명,(유)푸르덴셜생명 시그니처 종신보험 (일반심사형) [고액보장-0755],100000000,50000000,276000,253000,49,여자,군인,고위험
교보생명,(무)교보생명 스마트 종신보험 (표준체) [고액보장-0756],30000000,30000000,110000,106000,39,남자,군인,고위험
KB생명,(유)KB생명 신뢰 종신보험 (간편심사형) [고액보장-0757],50000000,30000000,138000,122000,46,여자,광부,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0758],500000000,100000000,1097000,1037000,39,여자,주방,위험
교보생명,(유)교보생명 스마트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0759],500000000,100000000,1221000,1141000,55,여자,위험화학작업자,고위험
ABL생명,(무)ABL생명 신뢰 종신보험 (일반심사형) [고액보장-0760],200000000,200000000,722000,672000,57,여자,고소작업자,고위험
푸르덴셜생명,(유)푸르덴셜생명 안심 종신보험 (간편심사형) [고액보장-0761],50000000,100000000,238000,206000,57,여자,벌목공,고위험
교보생명,(무)교보생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-0762],300000000,500000000,1413000,1274000,34,여자,광부,고위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 시그니처 종신보험 (간편심사형) [고액보장-0763],200000000,500000000,1208000,1170000,34,여자,잠수부,고위험
삼성생명,(무)삼성생명 골드 종신보험 (일반심사형) [고액보장-0764],100000000,300000000,680000,617000,28,남자,소방공무원,위험
신한라이프,(유)신한라이프 퍼스트 종신보험 (간편심사형) [고액보장-0765],30000000,300000000,512000,466000,56,여자,주방,위험
농협생명,(무)농협생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0766],100000000,30000000,243000,226000,53,남자,잠수부,고위험
KB생명,(유)KB생명 베스트 종신보험 (간편심사형) [고액보장-0767],50000000,50000000,166000,142000,29,여자,광부,고위험
교보생명,(무)교보생명 베스트 종신보험 (해약환급금 미지급형) [고액보장-0768],200000000,500000000,1084000,922000,36,남자,고소작업자,고위험
신한라이프,(유)신한라이프 케어 종신보험 (일반심사형) [고액보장-0769],200000000,200000000,693000,617000,45,남자,광부,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 골드 종신보험 (표준체) [고액보장-0770],300000000,100000000,739000,685000,60,여자,소방공무원,위험
신한라이프,(유)신한라이프 프라임 종신보험 (일반심사형) [고액보장-0771],100000000,500000000,985000,860000,52,여자,건설업,고위험
ABL생명,(무)ABL생명 시그니처 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0772],30000000,500000000,798000,747000,46,남자,전기공(고압),고위험
신한라이프,(유)신한라이프 에이스 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0773],500000000,100000000,1116000,1020000,59,여자,벌목공,고위험
흥국생명,(무)흥국생명 퍼스트 종신보험 (일반심사형) [고액보장-0774],300000000,500000000,1327000,1222000,43,여자,위험화학작업자,고위험
교보생명,(유)교보생명 엘리트 종신보험 (간편심사형) [고액보장-0775],300000000,30000000,662000,580000,27,남자,개발자,저위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 케어 종신보험 (간편심사형) [고액보장-0776],100000000,500000000,904000,855000,31,남자,잠수부,고위험
삼성생명,(유)삼성생명 퍼스트 종신보험 (간편심사형) [고액보장-0777],200000000,300000000,867000,829000,42,여자,택배기사,위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0778],300000000,200000000,891000,824000,57,남자,기술직,위험
한화생명,(유)한화생명 케어 종신보험 (간편심사형) [고액보장-0779],500000000,30000000,1058000,1011000,50,여자,판매원,위험
KB생명,(무)KB생명 프라임 종신보험 (일반심사형) [고액보장-0780],50000000,500000000,897000,862000,52,여자,고소작업자,고위험
신한라이프,(유)신한라이프 신뢰 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0781],500000000,200000000,1377000,1218000,57,여자,건설업,고위험
메트라이프생명,(무)메트라이프생명 신뢰 종신보험 (표준체) [고액보장-0782],50000000,300000000,578000,500000,52,여자,기술직,위험
교보라이프플래닛생명,(유)교보라이프플래닛생명 플러스 종신보험 (간편심사형) [고액보장-0783],50000000,500000000,813000,725000,59,남자,벌목공,고위험
신한라이프,(무)신한라이프 골드 종신보험 (일반심사형) [고액보장-0784],300000000,50000000,637000,553000,52,여자,공무원,저위험
ABL생명,(유)ABL생명 에이스 종신보험 (표준체) [고액보장-0785],300000000,50000000,670000,592000,31,여자,요리사,위험
흥국생명,(무)흥국생명 퍼스트 종신보험 (일반심사형) [고액보장-0786],50000000,200000000,406000,364000,37,여자,광부,고위험
흥국생명,(유)흥국생명 케어 종신보험 (해약환급금 미지급형) [고액보장-0787],500000000,30000000,1091000,939000,25,남자,연구원,저위험
ABL생명,(무)ABL생명 프라임 종신보험 (간편심사형) [고액보장-0788],30000000,50000000,136000,116000,48,여자,전기공(고압),고위험
삼성생명,(유)삼성생명 퍼스트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0789],50000000,30000000,144000,133000,27,여자,위험화학작업자,고위험
삼성생명,(무)삼성생명 에이스 종신보험 (표준체) [고액보장-0790],300000000,100000000,766000,719000,59,남자,잠수부,고위험
ABL생명,(유)ABL생명 신뢰 종신보험 (해약환급금 미지급형) [고액보장-0791],30000000,500000000,792000,698000,59,남자,건설업,고위험
삼성생명,(무)삼성생명 스마트 종신보험 (해약환급금 미지급형) [고액보장-0792],100000000,30000000,250000,234000,45,여자,건설업,고위험
ABL생명,(유)ABL생명 시그니처 종신보험 (일반심사형) [고액보장-0793],100000000,300000000,616000,597000,55,남자,잠수부,고위험
한화생명,(무)한화생명 케어 종신보험 (간편심사형) [고액보장-0794],200000000,200000000,715000,658000,30,남자,건설업,고위험
신한라이프,(유)신한라이프 안심 종신보험 (일반심사형) [고액보장-0795],30000000,300000000,512000,448000,35,남자,운전기사,위험
신한라이프,(무)신한라이프 케어 종신보험 (해약환급금 미지급형) [고액보장-0796],100000000,500000000,958000,876000,60,남자,주방,위험
한화생명,(유)한화생명 안심 종신보험 (해약환급금 미지급형) [고액보장-0797],500000000,50000000,1108000,995000,52,여자,전기공(고압),고위험
메트라이프생명,(무)메트라이프생명 신뢰 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0798],300000000,30000000,619000,583000,42,여자,주방,위험
농협생명,(유)농협생명 골드 종신보험 (간편심사형) [고액보장-0799],200000000,30000000,456000,438000,39,여자,군인,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0800],30000000,200000000,356000,316000,35,남자,벌목공,고위험
KB생명,(유)KB생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0801],300000000,100000000,726000,705000,51,남자,위험화학작업자,고위험
메트라이프생명,(무)메트라이프생명 시그니처 종신보험 (일반심사형) [고액보장-0802],100000000,200000000,473000,425000,36,남자,전기공(고압),고위험
교보생명,(유)교보생명 신뢰 종신보험 (일반심사형) [고액보장-0803],500000000,100000000,1144000,990000,52,남자,위험화학작업자,고위험
KB생명,(무)KB생명 시그니처 종신보험 (해약환급금 미지급형) [고액보장-0804],30000000,30000000,102000,96000,54,남자,전기공(고압),고위험
푸르덴셜생명,(유)푸르덴셜생명 안심 종신보험 (일반심사형) [고액보장-0805],300000000,50000000,636000,611000,26,남자,경찰,위험
삼성생명,(무)삼성생명 시그니처 종신보험 (일반심사형) [고액보장-0806],300000000,200000000,894000,779000,32,여자,요리사,위험
푸르덴셜생명,(유)푸르덴셜생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0807],100000000,30000000,232000,218000,34,여자,위험화학작업자,고위험
신한라이프,(무)신한라이프 베스트 종신보험 (표준체) [고액보장-0808],100000000,100000000,362000,339000,41,남자,고소작업자,고위험
삼성생명,(유)삼성생명 케어 종신보험 (표준체) [고액보장-0809],100000000,30000000,246000,211000,55,남자,벌목공,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 엘리트 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0810],200000000,50000000,460000,432000,33,여자,위험화학작업자,고위험
신한라이프,(유)신한라이프 엘리트 종신보험 (표준체) [고액보장-0811],100000000,100000000,369000,334000,41,여자,벌목공,고위험
농협생명,(무)농협생명 안심 종신보험 (표준체) [고액보장-0812],30000000,500000000,850000,765000,55,여자,군인,고위험
삼성생명,(유)삼성생명 엘리트 종신보험 (간편심사형) [고액보장-0813],500000000,50000000,1100000,1059000,54,여자,광부,고위험
교보라이프플래닛생명,(무)교보라이프플래닛생명 케어 종신보험 (해약환급금 일부지급형Ⅲ) [고액보장-0814],50000000,300000000,537000,486000,55,여자,경찰,위험
