보험회사명,상품명,유지기간,납입보험료,계약자적립액,적립률,해약환급금,계약자적립액,적립률,해약환급금,최저보증이율,현재공시이율,평균공시이율,확정이율,사업비율,위험보장,확정이율,현재공시이율,최저보증이율,가입유형,유니버셜여부,납입방법,판매채널,판매일자,특이사항,대표번호
메트라이프생명,무배당 The Best Choice 연금보험II_1종(쿠폰형),5,"50,000,000 원","50,071,745 원",100.14 %,"48,872,076 원","50,071,175 원",100.14 %,"48,871,519 원",0.09 %,0.14 %,0.14 %,-,5.21 %,0.0007 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(쿠폰형),7,"50,000,000 원","50,402,991 원",100.81 %,"49,674,916 원","50,402,639 원",100.81 %,"49,674,569 원",0.67 %,0.81 %,0.80 %,-,6.17 %,0.0015 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(쿠폰형),10,"50,000,000 원","50,935,979 원",101.87 %,"50,935,979 원","50,935,978 원",101.87 %,"50,935,978 원",1.55 %,1.87 %,1.86 %,-,7.61 %,0.0028 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(거치형),1,"50,000,000 원","50,654,308 원",101.31 %,"48,490,748 원","50,654,628 원",101.31 %,"48,491,054 원",-1.47 %,1.31 %,1.22 %,-,2.94 %,0.0008 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(거치형),3,"50,000,000 원","52,895,216 원",105.79 %,"51,129,514 원","52,896,196 원",105.79 %,"51,130,462 원",-2.78 %,5.79 %,5.51 %,-,4.25 %,0.0023 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(거치형),5,"50,000,000 원","55,447,231 원",110.89 %,"54,118,770 원","55,448,911 원",110.90 %,"54,120,409 원",-3.74 %,10.89 %,10.41 %,-,5.21 %,0.0038 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(거치형),7,"50,000,000 원","58,145,518 원",116.29 %,"57,305,602 원","58,148,407 원",116.30 %,"57,308,449 원",-4.70 %,16.29 %,15.57 %,-,6.17 %,0.0068 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_1종(거치형),10,"50,000,000 원","62,487,176 원",124.97 %,"62,487,176 원","62,492,009 원",124.98 %,"62,492,009 원",-6.15 %,24.97 %,23.86 %,-,7.61 %,0.0113 %,-,2.84 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,65세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.84%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(10년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 1.5%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,1,"3,600,000 원","3,279,043 원",91.08 %,"2,281,328 원","3,279,164 원",91.09 %,"2,281,450 원",-9.72 %,-8.92 %,-8.89 %,-,10.09 %,0.0040 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,3,"10,800,000 원","10,077,107 원",93.31 %,"9,411,964 원","10,077,480 원",93.31 %,"9,412,338 원",-8.70 %,-6.69 %,-6.30 %,-,10.09 %,0.0040 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,5,"18,000,000 원","17,208,178 원",95.60 %,"16,875,607 원","17,208,816 원",95.60 %,"16,876,245 원",-7.83 %,-4.40 %,-3.61 %,-,10.09 %,0.0040 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,7,"25,200,000 원","24,688,570 원",97.97 %,"24,688,570 원","24,689,485 원",97.97 %,"24,689,485 원",-7.34 %,-2.03 %,-0.87 %,-,10.09 %,0.0040 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,10,"36,000,000 원","37,321,793 원",103.67 %,"37,321,793 원","37,323,150 원",103.68 %,"37,323,150 원",-4.50 %,3.67 %,5.39 %,-,10.09 %,0.0040 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,15,"36,000,000 원","41,868,211 원",116.30 %,"41,868,211 원","41,871,400 원",116.31 %,"41,871,400 원",-1.64 %,16.30 %,20.17 %,-,10.59 %,0.0093 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 세이프초이스 연금보험,20,"36,000,000 원","46,992,024 원",130.53 %,"46,992,024 원","46,997,276 원",130.55 %,"46,997,276 원",1.33 %,30.53 %,37.08 %,-,11.09 %,0.0147 %,-,2.42 %,"계약일로부터 5년 이내 연복리 1.0%, 5년 초과 0.7%",적립,비유니버셜,월납,대면채널,2024-04-01,"1. 가입나이: 0세 ~ 80세(납입기간에 따라 상이) 2. 가입한도: 7년납 50만원 이상, 10년납 이상 30만원 이상 3. 보험기간  - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지  - 연금지급 개시 후 보험기간  - 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  - 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 40세,60세연금개시, 10년납, 월납, 기본보험료 30만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.42%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_2종(쿠폰형),1,"50,000,000 원","49,480,224 원",98.96 %,"48,526,876 원","49,480,224 원",98.96 %,"48,526,876 원",-1.03 %,-1.04 %,-1.04 %,-,2.95 %,0.0008 %,-,2.55 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,60세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.55%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(5년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 0.8%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_2종(쿠폰형),2,"50,000,000 원","49,578,205 원",99.16 %,"48,860,039 원","49,578,205 원",99.16 %,"48,860,039 원",-0.83 %,-0.84 %,-0.84 %,-,3.90 %,0.0015 %,-,2.55 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,60세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.55%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(5년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 0.8%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_2종(쿠폰형),3,"50,000,000 원","49,855,217 원",99.71 %,"49,372,595 원","49,855,218 원",99.71 %,"49,372,595 원",-0.29 %,-0.29 %,-0.29 %,-,4.50 %,0.0023 %,-,2.55 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,60세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.55%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(5년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 0.8%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
메트라이프생명,무배당 The Best Choice 연금보험II_2종(쿠폰형),4,"50,000,000 원","50,139,293 원",100.28 %,"49,896,017 원","50,139,294 원",100.28 %,"49,896,017 원",0.26 %,0.28 %,0.28 %,-,5.10 %,0.0031 %,-,2.55 %,0.7,거치,비유니버셜,일시납,방카슈랑스,2025-04-01,"1. 가입나이: 0세 ~ 80세, 납입기간 : 일시납 2. 가입한도: 1,000만원 ~ 50억원 3. 보험기간 - 연금지급 개시 전 보험기간: 계약일로부터 연금지급 개시나이 계약해당일의 전일까지 - 연금지급 개시 후 보험기간  * 종신연금형, 상속연금형 : 연금지급 개시나이 계약해당일부터 종신까지  * 확정연금형 : 연금지급 개시나이 계약해당일부터 최종연금지급일까지 4. 보험료 및 해약환급금 기준: 남(여), 55세,60세연금개시, 일시납, 기본보험료 5,000만원  계약자적립액 및 해약환급금은 2025년 9월 현재 공시이율인 2.55%를 기준으로 예시하였으며, 공시이율의 변화에 따라 실제 계약자적립액 및 해약환급금은 더 작을 수 있습니다. 5. 특이사항 - 이 보험계약은 보험가입시점의 공시이율을 이율확정기간(5년)동안 보장하여 드립니다. - 이 보험계약은 보험가입시점부터 1년간 0.8%의 초년도 보너스 적립이율을 적용합니다. - 이율확정기간 중 해지하는 경우에는 시장가격조정률(MVA)을 적용하여 해약환급금을 계산합니다. - 이율확정기간 중 선택하신 쿠폰지급기간 동안 매월 또는 매년 계약해당일에 일정액의 쿠폰지급금이 지급되도록 설계된 상품입니다. 다만, 쿠폰지급금을 연금지급 개시시점까지 지급받지 않은 경우 연금개시시점에 일시금으로 지급하여 드립니다.",1588-9600
