policy_id,min_age,max_age,min_coverage,max_coverage,special_notes
62,,,,,"1. 가입연령 : 25세 ~ 65세 2. 보험기간 : 10년만기, 20년 만기 3. 상품형태 : 순수보장형 4. 납입주기 : 연납, 일시납 5. 납입기간 : 전기납, 일시납 6. 보험료 예시기준: 40세, 20년만기, 전기납, 연납, 모든보장 선택시, 가입금액 1,000만원 7. 보험가격지수 예시기준 : 40세, 20년만기, 전기납, 모든보장 선택시, 가입금액 1,000만원 8. 보장범위지수 기준 : 40세, 10년 만기, 전기납기준"
63,,,,,"1. 가입나이: 최초계약 61세~80세 2. 보험기간: 최초계약 또는 갱신계약 10년/86세 이상 갱신시 100세만기 3. 보험료 납입기간: 전기납 4. 보험료 납입주기: 월납/ 연납 5. 보험가격지수 예시 기준: 남자, 65세, 10년만기, 전기납, 월납, 가입금액 1,000만원 6. 보장범위지수 예시 기준: 남자, 60세, 10년만기, 전기납, 월납, 가입금액 1,000만원 (보장범위지수 산출시 개별상품 위험보험료는 일반암진단금 1,000만원, 소액암진단금 100만원, 고액암진단금 2,000만원 기준으로 산출) 7. 보험료 예시 기준: 65세, 10년만기, 전기납, 월납, 가입금액 1,000만원"
64,15,55,0,5000000,"1. 가입나이 : 만15세~55세 2. 보험기간 : 10년만기 3. 납입기간 : 10년납 4. 가입한도 : 1,000만원 ~ 2,500만원(가입단위 : 500만원) * 주계약 보험료 예시 : 40세, 최초계약, 가입금액 2,000만원, 10년만기, 10년납, 월납 기준 * 선택특약 보험료 예시  - ZERO 나를위한 추가암진단특약 무배당/갱신형: 최초계약, 가입금액 1,000만원, 40세, 10년만기, 10년납, 월납 기준  - 보험료납입면제특약 무배당/갱신형_3형(암진단형Ⅱ) : 최초계약, 가입금액 주계약 기본보험료의 10배, 40세, 10년만기, 10년납, 월납 기준 * 보장범위지수 예시 : 남자 40세, 가입금액 고액암 2,000만원, ""초기 이외의 갑상선암"" 또는 「갑상선암, 유방암」이외의 암 1,000만원, 유방암 500만원, 기타피부암, 갑상선암, 경계성종양, 제자리암, 대장점막내암 100만원, 10년만기, 10년납, 월납 기준 * 보험가격지수 예시 : 남자 40세, 가입금액 2,000만원, 10년만기, 10년납, 월납 기준 5. 보험료납입면제특약 가입금액은 주계약 기본보험료의 10배로함."
65,,,0,0,"1. 가입나이 : 30세~60세 2. 보험기간 : 10년/20년만기 3. 납입기간 : 전기납 4. 가입한도 : 1,000만원 ~ 6,000만원(가입단위 : 1,000만원) 5. 의무부가특약 : 특정암진단특약Ⅱ(T) 무배당/갱신형 * 주계약 보험료 예시 : 최초계약, 주계약 및 의무부가특약 가입금액 3,000만원, 40세, 20년만기, 20년납, 월납 기준 * 선택특약 보험료 예시 - 특정암진단특약Ⅱ(T) 무배당/갱신형 : 최초계약, 가입금액 3,000만원, 40세, 20년만기, 20년납, 월납 기준  - 항암방사선약물치료특약(T) 무배당/갱신형, 암수술특약Ⅲ(T) 무배당/갱신형 : 최초계약, 가입금액 1,000만원, 40세, 20년만기, 20년납, 월납 기준  - 표적항암약물허가치료특약(T) 무배당/갱신형 : 최초계약, 가입금액 1,000만원, 40세, 10년만기, 10년납, 월납 기준 * 보험가격지수 예시 : 남자 40세, 가입금액 3,000만원, 20년만기, 20년납, 월납 기준 * 보장범위지수 예시 : 남자 40세, 주계약 암 1,000만원, 기타피부암, 갑상선암, 경계성종양, 제자리암, 대장점막내암 100만원, 의무부가특약 특정암 1,000만원, 10년만기, 10년납, 월납 기준"
66,,,0,0,"1. 가입나이 : 40세~최대 70세 2. 보험기간 : 10년/20년만기 3. 납입기간 : 전기납 4. 가입한도 : 1,000만원 ~ 최대 4,000만원(가입단위 : 1,000만원) 5. 의무부가특약 : 특정암진단특약Ⅱ(T) 간편가입 무배당/갱신형 * 주계약 보험료 예시 : 최초계약, 주계약 가입금액 3,000만원(의무부가특약 가입금액 2,000만원), 40세, 20년만기, 20년납, 월납 기준 * 선택특약 보험료 예시 - 특정암진단특약Ⅱ(T) 간편가입 무배당/갱신형 : 최초계약, 가입금액 2,000만원, 40세, 20년만기, 20년납, 월납 기준  - 항암방사선약물치료특약(T) 무배당/갱신형 : 최초계약, 가입금액 1,000만원, 40세, 20년만기, 20년납, 월납 기준  - 암수술특약Ⅲ(T) 무배당/갱신형 : 최초계약, 가입금액 500만원, 40세, 20년만기, 20년납, 월납 기준  - 표적항암약물허가치료특약(T) 무배당/갱신형 : 최초계약, 가입금액 1,000만원, 40세, 10년만기, 10년납, 월납 기준 * 보험가격지수 예시 : 남자 40세, 가입금액 3,000만원, 20년만기, 20년납, 월납 기준 * 보장범위지수 예시 : 남자 40세, 주계약 암 1,000만원, 기타피부암, 갑상선암, 경계성종양, 제자리암, 대장점막내암 100만원, 의무부가특약 특정암 1,000만원, 10년만기, 10년납, 월납 기준"
67,,,,,"1. 가입나이 : 최초계약 기준 15~60세 2. 보험기간 : 10년 3. 납입기간 : 전기납 4. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 가입금액 3,000만원 5. 보장범위지수 예시기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 암 1,000만원, 갑상선암•기타피부암•제자리암•경계성종양 200만원 기준"
68,,,,,"1. 가입나이 : 최초계약 기준 15~60세 2. 보험기간 : 10년,20년 3. 납입기간 : 전기납 4. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 20년만기, 전기납, 월납, 가입금액 1,000만원 5. 보장범위지수 예시기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 암(유방암/전립선암제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
69,,,,,"1. 가입나이: 최초계약 기준 30세 ~ 80세 2. 보험기간: 10년만기 갱신형, ※최종 갱신계약의 보험기간 만료일은 피보험자의 100세 계약해당일 3. 납입기간: 전기납 4. 보험료 예시기준: 최초계약, 40세, 10년 만기, 전기납, 월납, 보험가입금액: 주계약 3,000만원 5. 보험가격지수 예시기준: 최초계약, 40세, 10년 만기, 전기납, 월납, 주계약 가입금액 3,000만원 6. 보장범위지수 기준: 최초계약, 남자, 40세, 10년 만기, 전기납, 월납, 개별상품 위험보험료 보험가입금액: 주계약 1,000만원, 의무부가특약 (무)라이나초간편소액암진단특약(갱신형) 200만원 7. 이 상품은 일반심사보험 대비 보험료가 할증되어 있습니다. 의사의 건강검진을 받거나 일반심사를 할 경우 이 보험보다 저렴한 일반심사보험에 가입할 수 있습니다."
70,,,,,"1. 가입나이: 최초계약 기준 61세 ~ 80세 2. 보험기간: 10년만기 3. 납입기간: 전기납 4. 보험료 예시기준: 최초계약, 71세, 10년만기, 전기납, 월납, 가입금액 3,000만원 5 보험가격지수 예시기준 : 최초계약, 71세, 10년만기, 전기납, 월납, 가입금액 3,000만원 6. 보장범위지수 예시기준 : 최초계약, 60세, 10년만기, 전기납, 월납, 암(유방암/전립선암 제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
71,,,,,"1. 가입나이: 최초계약 기준 30-60세(10년만기), 30-60세(20년만기) 2. 보험기간: 10년만기, 20년만기 3. 납입기간: 전기납 4. 납입방법: 월납, 연납 5. 보험료 및 보험료가격지수 예시기준: 최초계약, 40세, 20년만기, 전기납, 월납 6. 보장범위지수 예시기준: 최초계약, 40세, 10년만기, 전기납, 월납, 암 1,000만원, 기타피부암/갑상선암/경계성종양/제자리암(상피내암) 각각 200만원 기준"
72,,,,,"1. 가입나이 : 최초계약 기준 15~최대 70세 (다만, 보험기간별로 상이) 2. 보험기간 : 10년 만기, 80세 만기 3. 납입기간 : 전기납 4. 납입주기: 월납 5. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 보험가입금액 3,000만원 6. 보장범위지수 예시기준: 40세, 10년만기, 전기납, 월납, 암(유방암 전립선암 제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원"
73,,,,,"1. 가입나이 : 최초계약 기준 15~최대 70세 (다만, 보험기간별로 상이) 2. 보험기간 : 10년 만기, 80세 만기 3. 납입기간 : 전기납 4. 납입주기: 월납 5. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 보험가입금액 3,000만원 6. 보장범위지수 예시기준 : 전기납, 월납, 암 1,000만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
74,,,,,"1. 가입나이: 최초계약 기준 15세 ~ 60세 2. 보험기간: 10년만기 3. 납입기간: 전기납 4. 보험료 및 보험가격지수 예시기준: 최초계약, 40세, 10년만기, 전기납, 월납, 보험가입금액 3,000만원 기준 5. 보장범위지수 예시기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 암(유방암/전립선암 제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
75,,,,,"1. 가입나이: 최초계약 기준 42-60세(10년만기), 40-60세(20년만기) 2. 보험기간: 10년만기, 20년만기 3. 납입기간: 전기납 4. 납입방법: 월납, 연납 5. 보험료 및 보험료가격지수 예시기준: 최초계약, 40세, 20년만기, 전기납, 월납 6. 보장범위지수 예시기준: 최초계약, 40세, 10년만기, 전기납, 월납, 암 1,000만원, 기타피부암/갑상선암/경계성종양/제자리암(상피내암) 각각 200만원 기준"
76,,,,,"1. 가입나이: 최초계약 기준 15세 ~ 60세 2. 보험기간: 10년만기 3. 납입기간: 전기납 4. 보험료 및 보험가격지수 예시기준: 최초계약, 40세, 10년만기, 전기납, 월납, 보험가입금액 3,000만원 기준 5. 보장범위지수 예시기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 암(유방암/전립선암 제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
77,,,,,"1. 가입나이 : 최초계약 기준 30~80세 2. 보험기간 : 10년 3. 납입기간 : 전기납 4. 보험료 및 보험가격지수 작성기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 가입금액 1,000만원 5. 보장범위지수 예시기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 암(유방암/전립선암제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
78,,,,,"1. 가입나이 : 20세 ~ 70세 2. 보험기간 : 10년만기 3. 납입기간 : 10년납 4. 보험료 예시기준 : 40세, 10년만기, 전기월납, 가입금액 3,000만원 5. 보험가격지수 예시기준 : 40세, 10년만기, 전기월납, 가입금액 3,000만원 6. 보장범위지수 예시기준 : 40세, 10년만기, 전기월납, 암(유방암/전립선암 포함) 1,000만원"
79,,,,,"1. 가입나이: 최초계약 기준 20세 ~ 50세 2. 보험기간: 10년만기 3. 납입기간: 전기납 4. 보험료 및 보험가격지수 예시기준: 최초계약, 40세, 10년만기, 전기납, 월납, 가입금액 3,000만원 5. 보험료는 다이렉트 홈페이지에서 직접 가입 시 3% 할인이 적용된 보험료 6. 보장범위지수 예시기준 : 최초계약, 40세, 10년만기, 전기납, 월납, 암(유방암/전립선암 제외) 1,000만원, 유방암/전립선암 200만원, 갑상선암•기타피부암•제자리암•경계성종양 100만원 기준"
80,,,,,"1. 보험기간: 10년만기 갱신, 20년만기 갱신 (최대 100세까지 보장) 2. 납입기간: 전기납 3. 가입연령: (최초계약) 30세~80세 4. 보험가격지수: 20년만기, 전기월납, 40세, 주계약 1형 300구좌[신일반암진단급여금 3,000만원 기준] 5. 보장범위지수: 남자 40세, 10년만기, 전기월납, 주계약 1형 100구좌[신일반암진단급여금 1,000만원 기준] 6. 보험료: 최초계약, 20년만기, 전기월납, 40세, 주계약 1형 300구좌[신일반암진단급여금 3,000만원 기준] 단, (무) 꼭 필요한 표적항암약물허가치료특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 30구좌[표적항암약물허가치료급여금 3,000만원 기준]  (무) 항암세기조절방사선치료특약 (갱신형) 1형 최초계약, 10년만기, 전기월납, 40세, 5구좌[항암세기조절방사선치료급여금 500만원 기준]  (무) 신일반암직접치료특약 (갱신형) 1형 최초계약, 20년만기, 전기월납, 40세, 10구좌[암직접치료급여금 1,000만원 기준]  (무) 항암양성자방사선치료특약 (갱신형) 1형 최초계약, 10년만기, 전기월납, 40세, 10구좌[항암양성자방사선치료급여금 1,000만원 기준] 7. 법인대리점채널의 경우 일부 특약의 부가가능여부 등의 계약인수 관련사항은 회사가 별도로 정한 기준에 따라 제한될 수 있습니다."
81,,,,,"1. 보험기간: 10년만기 갱신, 20년만기 갱신 (최대 100세까지 보장) 2. 납입기간: 전기납 3. 가입연령: (최초계약) 만15세~70세 4. 보험가격지수: 20년만기, 전기월납, 40세, 주계약 2형 300구좌[신일반암진단급여금 3,000만원 기준] 5. 보장범위지수: 남자 40세, 10년만기, 전기월납, 주계약 2형 100구좌[신일반암진단급여금 1,000만원 기준] 6. 보험료: 최초계약, 20년만기, 전기월납, 40세, 주계약 2형 300구좌[신일반암진단급여금 3,000만원 기준] 단, (무) 표적항암약물허가치료특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 30구좌[표적항암약물허가치료급여금 3,000만원 기준]  (무) 항암세기조절방사선치료특약 (갱신형) 2형 최초계약, 10년만기, 전기월납, 40세, 5구좌[항암세기조절방사선치료급여금 500만원 기준]  (무) 신일반암직접치료특약 (갱신형) 2형 최초계약, 20년만기, 전기월납, 40세, 10구좌[암직접치료급여금 1,000만원 기준]  (무) 항암양성자방사선치료특약 (갱신형) 2형 최초계약, 10년만기, 전기월납, 40세, 10구좌[항암양성자방사선치료급여금 1,000만원 기준] 7. 법인대리점채널의 경우 일부 특약의 부가가능여부 등의 계약인수 관련사항은 회사가 별도로 정한 기준에 따라 제한될 수 있습니다."
82,,,,,"1. 보험기간:10년만기 갱신 (최대 100세까지 보장) 2. 납입기간:전기납 3. 가입연령:(최초계약)30세~90세 4. 보험가격지수:10년만기, 전기월납, 40세, 주계약 1형 300구좌[일반암진단급여금 3,000만원] 기준 5. 보장범위지수: 남자 40세, 10년만기, 전기월납, 주계약 1형 100구좌[일반암진단급여금 1,000만원] 기준 6. 보험료: 최초계약, 10년만기, 전기월납, 40세, 주계약 1형 300구좌 기준  단, (무) 초간편 표적항암약물허가치료특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[표적항암약물허가치료급여금 1,000만원 기준]  (무) 초간편 뇌경색증진단특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[뇌경색증진단급여금 1,000만원 기준]  (무) 초간편 뇌출혈진단특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 100구좌[뇌출혈진단급여금 1,000만원 기준]  (무) 초간편 고액암특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌 고액암진단급여금 1,000만원 기준]"
83,,,,,"1. 보험기간: 10년만기 갱신 (최대 100세까지 보장) 2. 납입기간: 전기납 3. 가입연령: (최초계약)20세~65세 4. 보험가격지수: 40세, 10년만기, 전기월납, 주계약 300구좌[일반암진단급여금 3,000만원] 기준 5. 보장범위지수: 남자 40세, 10년만기, 전기월납, 주계약 100구좌[일반암진단급여금 1,000만원] 기준 6. 보험료: 최초계약, 10년만기, 전기월납, 40세, 주계약 300구좌[일반암진단급여금 3,000만원] 기준 단, (무) 신 고액암특약O (갱신형) 최초계약, 10년만기, 전기월납, 40세, 30구좌[고액암진단급여금 3,000만원 기준]  (무) 신 뇌출혈진단특약O (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[뇌출혈진단급여금 1,000만원 기준]  (무) 신 급성심근경색증진단특약O (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[급성심근경색증진단급여금 1,000만원 기준]  (무) 표적항암약물허가치료특약O (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[표적항암약물허가치료급여금 1,000만원 기준]"
84,,,,,"1. 보험기간:10년만기 갱신 (최대 100세까지 보장) 2. 납입기간:전기납 3. 가입연령:(최초계약)만15세~70세 4. 보험가격지수:10년만기, 전기월납, 40세, 주계약 300구좌[일반암진단급여금 3,000만원] 기준 5. 보장범위지수: 남자 40세, 10년만기, 전기월납, 주계약 100구좌[일반암진단급여금 1,000만원] 기준 6. 보험료: 최초계약, 10년만기, 전기월납, 40세, 주계약 300구좌 기준 단, (무) 표적항암약물허가치료특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[표적항암약물허가치료급여금 1,000만원 기준]  (무) 계속받는 표적항암약물허가치료특약 (갱신형) 최초계약, 10년만기, 전기월납, 40세, 10구좌[계속받는 표적항암약물허가치료급여금 100만원 기준]"
85,,,0,60000,"1. 가입나이 : 0세 ~ 70세 2. 가입한도 : 1,000만원 단일 3. 보험기간 : 20년, 100세 만기 4. 판매채널 : 대면채널, 방카슈랑스(농·축협) 5. 위 보험료 및 보험가격지수 예시는 주계약[1형(일반가입형) 6만원형] 가입금액 1,000만원, 40세, 100세만기, 월납, 20년납 기준입니다. 6. 위 특약보험료 예시는 월납, 최초가입, 일반가입형, 40세 기준이며, 암진단특약(갱,무)_H, 플러스암직접치료통원특약(갱,무)_H 담보의 경우 가입금액 1,000만원, 20년만기, 20년납 기준이며, 표적항암약물허가치료특약(갱,무)_C, 플러스항암방사선ㆍ약물치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 10년만기, 10년납 기준입니다."
86,,,0,0,"1. 가입나이 : 20세 ~ 60세 2. 가입한도 : 최저 1,000만원 ~ 4,000만원, 1,000만원단위 3. 보험기간 : 100세 만기 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 40세, 2종(비갱신형), 2형(일반가입형), 100세 만기, 월납, 20년납, 가입금액 3,000만원, 최초계약기준입니다. 6. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 유방암 또는 남녀생식기관련암진단보험금 300만원, 소액암진단보험금 200만원(대장점막내암 포함), 고액암진단보험금 2,000만원 기준으로 산출되었습니다."
87,,,0,0,"1. 가입나이 : 20세 ~ 60세 2. 가입한도 : 최저 1,000만원 ~ 4,000만원, 1,000만원단위 3. 보험기간 : 20년만기, 갱신시 최대 100세까지 갱신가능 4. 판매채널 : CM 5. 위 보험료 및 보험가격지수 예시는 40세, 1종(갱신형), 2형(일반가입형), 20년만기, 월납, 전기납, 가입금액 3,000만원, 최초계약기준입니다. 6. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 유방암 또는 남녀생식기관련암진단보험금 300만원, 소액암진단보험금 200만원(대장점막내암 포함), 고액암진단보험금 2,000만원 기준으로 산출되었습니다."
88,,,5000000,0,"1. 가입나이 : 15세 ~ 75세 2. 가입한도 : 최저 500만원 ~ 3,000만원, 500만원단위 3. 보험기간 : 80/100세 만기 4. 판매채널 : 대면채널, 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약[2종(비갱신형) 2형(일반가입형) 순수보장형] 가입금액 3,000만원, 40세, 80세만기, 월납, 20년납 기준입니다. 6. 위 특약보험료 예시는 월납, 최초가입, 40세 기준이며, 항암방사선ㆍ약물치료특약(갱,무)_C, 표적항암약물허가치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 10년만기, 10년납 기준이며 암직접치료입원특약Ⅱ(갱,무)_C 담보의 경우 가입금액 500만원, 10년만기, 10년납 기준이며, 소액암진단특약Ⅱ(무)_C(의무부가) 담보의 경우 가입금액 1.000만원, 80세만기, 20년납 기준입니다. 7. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 전립선암진단보험금 600만원, 소액암진단보험금 200만원(대장점막내암 포함) 기준으로 산출되었습니다. 8. 위 보험가격지수 예시는 주계약 보험가입금액 3,000만원, 40세, 80세만기, 월납, 20년납, 최초계약 기준입니다."
89,,,5000000,0,"1. 가입나이 : 15세 ~ 75세 2. 가입한도 : 최저 500만원 ~ 3,000만원, 500만원단위 3. 보험기간 : 80/100세 만기 4. 판매채널 : 대면채널, 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약[2종(비갱신형) 2형(일반가입형) 만기환급형] 가입금액 3,000만원, 40세, 80세만기, 월납, 20년납 기준입니다. 6. 위 특약보험료 예시는 월납, 최초가입, 40세 기준이며, 항암방사선ㆍ약물치료특약(갱,무)_C, 표적항암약물허가치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 10년만기, 10년납 기준이며 암직접치료입원특약Ⅱ(갱,무)_C 담보의 경우 가입금액 500만원, 10년만기, 10년납 기준이며, 소액암진단특약Ⅱ(무)_C(의무부가) 담보의 경우 가입금액 1,000만원, 80세만기, 20년납 기준입니다. 7. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 전립선암진단보험금 600만원, 소액암진단보험금 200만원(대장점막내암 포함) 기준으로 산출되었습니다. 8. 위 보험가격지수 예시는 주계약 보험가입금액 3,000만원, 40세, 80세만기, 월납, 20년납, 최초계약 기준입니다."
90,,,5000000,5000000,"1. 가입나이 : 만 15세 ~ 79세 2. 가입한도 : 최저 500만원 ~ 2,500만원, 500만원단위 3. 보험기간 : 90세/100세 만기 4. 판매채널 : 대면채널, 방카슈랑스(농·축협), TM 5. 위 보험료 예시는 주계약[2종(비갱신형), 2형(일반가입형)] 가입금액 2,500만원, 40세, 90세만기, 월납, 20년납 기준입니다. 6. 위 특약보험료 예시는 월납, 2형(일반가입형), 최초가입, 40세, 10년만기, 10년납 기준이며, 플러스항암방사선ㆍ약물치료특약(갱,무)_C, 항암양성자방사선치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 암직접치료입원특약Ⅱ(갱,무)_C 담보의 경우 가입금액 500만원이며, 소액암진단특약Ⅱ(무)_C[2형(일반가입형)](의무부가) 가입금액 1,000만원, 90세만기, 20년납 기준입니다. 7. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 전립선암진단보험금 600만원, 소액암진단보험금 200만원(대장점막내암 포함) 기준으로 산출되었습니다. 8. 위 보험가격지수 예시는 주계약 보험가입금액 2,500만원, 2형(일반가입형), 40세, 20년만기, 월납, 전기납, 최초계약 기준입니다."
91,,,0,0,"1. 가입나이 : 15세 ~ 75세 2. 가입한도 : 최저 1,000만원 ~ 3,000만원, 1,000만원단위 3. 보험기간 : 20년 만기 4. 판매채널 : 대면채널, 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약[1종(갱신형) 2형(일반가입형) 건강관리형] 가입금액 3,000만원, 40세, 20년만기, 월납, 20년납 기준입니다. 6. 위 특약보험료 예시는 월납, 최초가입, 40세 기준이며, 항암방사선ㆍ약물치료특약(갱,무)_C, 표적항암약물허가치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 10년만기, 10년납 기준이며 암직접치료입원특약Ⅱ(갱,무)_C 담보의 경우 가입금액 500만원, 10년만기, 10년납 기준이며, 소액암진단특약Ⅱ(갱,무)_C(의무부가) 담보의 경우 가입금액 1,000만원, 20년만기, 20년납 기준입니다. 7. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 전립선암진단보험금 600만원, 소액암진단보험금 200만원(대장점막내암 포함) 기준으로 산출되었습니다. 8. 위 보험가격지수 예시는 주계약 보험가입금액 3,000만원, 40세, 20년만기, 월납, 전기납, 최초계약 기준입니다."
92,,,5000000,5000000,"1. 가입나이 : 만 15세 ~ 80세 2. 가입한도 : 최저 500만원 ~ 2,500만원, 500만원단위 3. 보험기간 : 20년만기, 갱신시 최대 100세까지 갱신가능 4. 판매채널 : 대면채널, 방카슈랑스(농·축협), TM 5. 위 보험료 예시는 주계약[1종(갱신형), 2형(일반가입형)] 가입금액 2,500만원, 40세, 20년만기, 월납, 전기납, 최초계약 기준입니다. 6. 위 특약보험료 예시는 월납, 2형(일반가입형), 최초가입, 40세, 10년만기, 10년납 기준이며, 플러스항암방사선ㆍ약물치료특약(갱,무)_C, 항암양성자방사선치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 암직접치료입원특약Ⅱ(갱,무)_C 담보의 경우 가입금액 500만원이며, 소액암진단특약Ⅱ(갱,무)_C[2형(일반가입형)](의무부가) 가입금액 1,000만원, 20년만기, 20년납 기준입니다. 7. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 전립선암진단보험금 600만원, 소액암진단보험금 200만원(대장점막내암 포함) 기준으로 산출되었습니다. 8. 위 보험가격지수 예시는 주계약 보험가입금액 2,500만원, 2형(일반가입형), 40세, 20년만기, 월납, 전기납, 최초계약 기준입니다."
93,,,0,0,"1. 가입나이 : 15세 ~ 75세 2. 가입한도 : 최저 1,000만원 ~ 3,000만원, 1,000만원단위 3. 보험기간 : 20년 만기 4. 판매채널 : 대면채널, 방카슈랑스(농·축협) 5. 위 보험료 예시는 주계약[1종(갱신형) 2형(일반가입형) 순수보장형] 가입금액 3,000만원, 40세, 20년만기, 월납, 20년납 기준입니다. 6. 위 특약보험료 예시는 월납, 최초가입, 40세 기준이며, 항암방사선ㆍ약물치료특약(갱,무)_C, 표적항암약물허가치료특약(갱,무)_C 담보의 경우 가입금액 1,000만원, 10년만기, 10년납 기준이며 암직접치료입원특약Ⅱ(갱,무)_C 담보의 경우 가입금액 500만원, 10년만기, 10년납 기준이며, 소액암진단특약Ⅱ(갱,무)_C(의무부가) 담보의 경우 가입금액 1,000만원, 20년만기, 20년납 기준입니다. 7. 보장범위지수 산출시 개별상품 위험보험료는 일반암진단보험금 1,000만원, 전립선암진단보험금 600만원, 소액암진단보험금 200만원(대장점막내암 포함) 기준으로 산출되었습니다. 8. 위 보험가격지수 예시는 주계약 보험가입금액 3,000만원, 40세, 20년만기, 월납, 전기납, 최초계약 기준입니다."
94,,,,,"1. 가입나이 : 만 19세 ~ 최고 60세 2. 보험기간 : 80세/90세/100세만기 3. 보험료 예시 기준 : 순수보장형, 비흡연체, 주계약 보험가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 [표준체 보험료 대비 남자기준 5.6%, 여자기준 1.0% 할인된 보험료] 4. 보험료 납입기간 : 20년/30년납, 60세/80세납, 전기납 5. 보험료 납입주기 : 월납 6. 보험가격지수 : 순수보장형, 비흡연체, 보험가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 7. 보장범위지수 : 남자 40세, 10년만기, 전기납, 월납 [암진단 개별상품 위험보험료 : 일반암 1,000만원, 고액암 2,000만원, 유방암 및 전립선암 500만원, 소액암 및 유사암 100만원]"
95,,,,,"1. 가입나이 : 만 19세 ~ 최고 60세 2. 보험기간 : 80세/90세/100세만기 3. 보험료 예시 기준 : 순수보장형, 표준체, 주계약 보험가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 4. 보험료 납입기간 : 20년/30년납, 60세/80세납, 전기납 5. 보험료 납입주기 : 월납 6. 보험가격지수 : 순수보장형, 표준체, 보험가입금액 3,000만원, 40세, 80세만기, 20년납, 월납 7. 보장범위지수 : 남자 40세, 10년만기, 전기납, 월납 [암진단 개별상품 위험보험료 : 일반암 1,000만원, 고액암 2,000만원, 유방암 및 전립선암 500만원, 소액암 및 유사암 100만원]"
